DATE,WM1NS
2012-09-01,2351.0000000000000000
2012-10-01,2412.2200000000000000
2012-11-01,2412.5250000000000000
2012-12-01,2514.1200000000000000
2013-01-01,2469.0000000000000000
2013-02-01,2458.9500000000000000
2013-03-01,2461.4250000000000000
2013-04-01,2565.3000000000000000
2013-05-01,2502.7250000000000000
2013-06-01,2517.7000000000000000
2013-07-01,2552.2000000000000000
2013-08-01,2524.6250000000000000
2013-09-01,2572.9800000000000000
2013-10-01,2600.7250000000000000
2013-11-01,2597.7000000000000000
2013-12-01,2717.4000000000000000
2014-01-01,2686.0000000000000000
2014-02-01,2712.0750000000000000
2014-03-01,2778.9600000000000000
2014-04-01,2798.4750000000000000
2014-05-01,2768.6500000000000000
2014-06-01,2840.0400000000000000
2014-07-01,2822.2750000000000000
2014-08-01,2785.9000000000000000
2014-09-01,2843.4400000000000000
2014-10-01,2845.7250000000000000
2014-11-01,2858.8500000000000000
2014-12-01,2980.5000000000000000
2015-01-01,2929.7750000000000000
2015-02-01,2981.0750000000000000
2015-03-01,3030.0600000000000000
2015-04-01,3025.7000000000000000
2015-05-01,2969.4250000000000000
2015-06-01,3029.3600000000000000
2015-07-01,3019.4000000000000000
2015-08-01,3045.3200000000000000
2015-09-01,3002.0500000000000000
2015-10-01,2989.1250000000000000
2015-11-01,3079.7600000000000000
2015-12-01,3115.4000000000000000
2016-01-01,3102.7500000000000000
2016-02-01,3113.7000000000000000
2016-03-01,3153.5250000000000000
2016-04-01,3226.1000000000000000
2016-05-01,3254.9800000000000000
2016-06-01,3225.1000000000000000
2016-07-01,3237.8000000000000000
2016-08-01,3321.5600000000000000
2016-09-01,3281.9500000000000000
2016-10-01,3347.2800000000000000
2016-11-01,3315.9000000000000000
2016-12-01,3356.6000000000000000
2017-01-01,3412.9400000000000000
2017-02-01,3358.6750000000000000
2017-03-01,3441.2500000000000000
2017-04-01,3498.7500000000000000
2017-05-01,3522.0400000000000000
2017-06-01,3506.6000000000000000
2017-07-01,3572.9600000000000000
2017-08-01,3566.7500000000000000
2017-09-01,3535.6000000000000000
2017-10-01,3615.0400000000000000
2017-11-01,3587.6250000000000000
2017-12-01,3630.4500000000000000
2018-01-01,3673.4000000000000000
2018-02-01,3568.1750000000000000
2018-03-01,3655.6750000000000000
2018-04-01,3728.6800000000000000
2018-05-01,3632.4750000000000000
2018-06-01,3645.5250000000000000
2018-07-01,3699.3800000000000000
2018-08-01,3664.8250000000000000
2018-09-01,3678.4250000000000000
2018-10-01,3727.3800000000000000
2018-11-01,3664.1750000000000000
2018-12-01,3814.2000000000000000
2019-01-01,3728.9250000000000000
2019-02-01,3710.6750000000000000
2019-03-01,3726.0750000000000000
2019-04-01,3843.9200000000000000
2019-05-01,3761.0250000000000000
2019-06-01,3825.2250000000000000
2019-07-01,3872.9400000000000000
2019-08-01,3833.4500000000000000
2019-09-01,3903.1400000000000000
2019-10-01,3898.2500000000000000
2019-11-01,3916.2250000000000000
2019-12-01,4051.5800000000000000
2020-01-01,3960.5750000000000000
2020-02-01,3950.3000000000000000
2020-03-01,4248.4800000000000000
2020-04-01,4808.3250000000000000
2020-05-01,16104.475000000000
2020-06-01,16500.620000000000
2020-07-01,16749.975000000000
2020-08-01,16850.800000000000
2020-09-01,17133.350000000000
2020-10-01,17287.975000000000
2020-11-01,17615.500000000000
2020-12-01,17935.075000000000
2021-01-01,18080.325000000000
2021-02-01,18206.200000000000
2021-03-01,18646.640000000000
2021-04-01,19084.825000000000
2021-05-01,19163.080000000000
2021-06-01,19301.550000000000
2021-07-01,19437.550000000000
2021-08-01,19660.420000000000
2021-09-01,19863.125000000000
2021-10-01,19996.525000000000
2021-11-01,20238.220000000000
2021-12-01,20587.750000000000
2022-01-01,20578.260000000000
2022-02-01,20560.800000000000
