통계표,항목명1,단위,가중치,변환,1999/01,1999/02,1999/03,1999/04,1999/05,1999/06,1999/07,1999/08,1999/09,1999/10,1999/11,1999/12,2000/01,2000/02,2000/03,2000/04,2000/05,2000/06,2000/07,2000/08,2000/09,2000/10,2000/11,2000/12,2001/01,2001/02,2001/03,2001/04,2001/05,2001/06,2001/07,2001/08,2001/09,2001/10,2001/11,2001/12,2002/01,2002/02,2002/03,2002/04,2002/05,2002/06,2002/07,2002/08,2002/09,2002/10,2002/11,2002/12,2003/01,2003/02,2003/03,2003/04,2003/05,2003/06,2003/07,2003/08,2003/09,2003/10,2003/11,2003/12,2004/01,2004/02,2004/03,2004/04,2004/05,2004/06,2004/07,2004/08,2004/09,2004/10,2004/11,2004/12,2005/01,2005/02,2005/03,2005/04,2005/05,2005/06,2005/07,2005/08,2005/09,2005/10,2005/11,2005/12,2006/01,2006/02,2006/03,2006/04,2006/05,2006/06,2006/07,2006/08,2006/09,2006/10,2006/11,2006/12,2007/01,2007/02,2007/03,2007/04,2007/05,2007/06,2007/07,2007/08,2007/09,2007/10,2007/11,2007/12,2008/01,2008/02,2008/03,2008/04,2008/05,2008/06,2008/07,2008/08,2008/09,2008/10,2008/11,2008/12,2009/01,2009/02,2009/03,2009/04,2009/05,2009/06,2009/07,2009/08,2009/09,2009/10,2009/11,2009/12,2010/01,2010/02,2010/03,2010/04,2010/05,2010/06,2010/07,2010/08,2010/09,2010/10,2010/11,2010/12,2011/01,2011/02,2011/03,2011/04,2011/05,2011/06,2011/07,2011/08,2011/09,2011/10,2011/11,2011/12,2012/01,2012/02,2012/03,2012/04,2012/05,2012/06,2012/07,2012/08,2012/09,2012/10,2012/11,2012/12,2013/01,2013/02,2013/03,2013/04,2013/05,2013/06,2013/07,2013/08,2013/09,2013/10,2013/11,2013/12,2014/01,2014/02,2014/03,2014/04,2014/05,2014/06,2014/07,2014/08,2014/09,2014/10,2014/11,2014/12,2015/01,2015/02,2015/03,2015/04,2015/05,2015/06,2015/07,2015/08,2015/09,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03
7.4.1 소비자물가지수(2020=100)(전국),총지수,2020=100,"1,000",원자료,61.3,61.6,61.7,61.8,61.7,61.3,61.1,61.8,61.9,62.4,62.3,62.2,62.5,62.6,63.0,62.7,62.4,62.7,63.0,63.3,64.1,64.0,63.7,63.9,64.6,64.9,65.5,65.7,65.7,65.9,66.0,66.2,66.2,66.2,65.8,65.9,66.3,66.6,67.0,67.4,67.6,67.6,67.4,67.8,68.2,68.0,68.1,68.4,68.8,69.2,70.0,69.9,69.8,69.6,69.5,69.8,70.5,70.5,70.4,70.7,71.2,71.5,72.2,72.2,72.1,72.1,72.6,73.2,73.2,73.2,72.8,72.9,73.6,73.9,74.3,74.4,74.3,74.1,74.4,74.6,75.0,74.9,74.6,74.8,75.2,75.4,75.8,75.9,76.1,75.9,76.2,76.6,76.9,76.5,76.1,76.3,76.5,77.0,77.5,77.8,77.8,77.8,78.1,78.2,78.7,78.8,78.8,79.1,79.5,79.8,80.5,81.0,81.6,82.2,82.7,82.6,82.7,82.6,82.4,82.4,82.5,83.0,83.6,83.9,83.9,83.8,84.1,84.4,84.5,84.2,84.4,84.7,85.4,85.5,85.7,86.0,86.1,86.0,86.2,86.6,87.3,87.3,86.9,87.3,88.3,88.9,89.2,89.3,89.5,89.7,90.1,90.7,90.6,90.4,90.5,90.9,91.2,91.6,91.6,91.6,91.8,91.6,91.4,91.9,92.5,92.3,92.0,92.2,92.7,93.0,93.0,92.8,92.8,92.7,92.9,93.2,93.4,93.1,93.1,93.2,93.7,94.0,94.2,94.2,94.4,94.2,94.4,94.6,94.5,94.2,94.0,94.0,94.6,94.6,94.6,94.6,94.9,94.9,95.1,95.2,95.0,95.0,94.8,95.1,95.2,95.6,95.4,95.6,95.6,95.6,95.4,95.7,96.2,96.4,96.2,96.3,97.4,97.6,97.6,97.4,97.5,97.3,97.5,98.1,98.2,98.1,97.3,97.7,98.1,98.9,98.8,98.9,99.0,98.8,98.6,99.5,100.2,100.0,99.3,99.0,98.9,99.3,99.1,99.5,99.7,99.5,99.2,99.4,99.8,100.0,99.5,99.7,100.1,100.2,99.9,99.5,99.4,99.7,99.6,100.2,100.7,100.2,100.1,100.3,101.0,101.6,101.8,102.0,102.1,102.1,102.3,102.8,103.2,103.4,103.9,104.0,104.7,105.3,106.1
